company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,Certificates,Verified Certificates,supplier_url,exhibitor_url,Other Certificates,Company Website,Booth: 1C-E28   |   Hall of Aurora   |   ,Booth: 3C-C02   |   Commercial Lighting   |   ,Booth: 1C-B02   |   Hall of Aurora   |   ,Booth: 1E-A20   |   Hall of Aurora   |   ,Booth: 1D-D30   |   Hall of Aurora   |   ,Booth: 1E-B14   |   Hall of Aurora   |   ,Booth: 1C-B14   |   Hall of Aurora   |   ,Booth: 1C-E29   |   Hall of Aurora   |   ,Booth: 1D-B15   |   Hall of Aurora   |   ,Booth: 1E-B18   |   Hall of Aurora   |   ,Booth: 3D-E24   |   Residential Lighting   |   ,Booth: 3D-E06   |   Residential Lighting   |   ,Booth: 3C-F18   |   Technical Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3C-E22   |   Commercial Lighting   |   ,Booth: 3C-B16   |   Commercial Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3D-B19   |   Technical Lighting   |   ,Booth: 3D-C20   |   Residential Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3E-F07   |   Lighting Accessories   |   ,Booth: 3E-A04   |   Decorative Lighting   |   
"Xiamen Superlighting Technology Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","LED Lighting,LED Panel Light,LED Tube","Wall pack, Floodlight, Canopy, Post top, Bollard, Hotel Lights, 100% customized lighting/pole/housing","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) Hong Kong International Outdoor and Tech Light Expo 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 Hong Kong International Outdoor and Tech Light Expo 2018 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Superlighting-Technology-Co-Ltd/1X09ZNEP,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005KA2K,TUV Issued By TUV Type TÜV_RHEINLAND Valid Date 02 Sep 2023 - 01 Sep 2024 ETL Issued By INTERTEK Type OTHERS Valid Date 18 Oct 2022 - 30 Oct 2033,,,,,,,,,,,,,,,,,,,,
"Zhejiang Era Solar Technology Co., Ltd.",Chinese Mainland,"ERA SOLAR mainly specialise in researching, manufacturing and selling solar modules, solar lights and solar application which have been exported to all over the world such as USA, Europe, Asia,Africa and so on.","Wholesaler, Chain Store, Export Agent, Buying Cooperative, Retailer, Distributor, Exporter, Buying Office","Garden Light,Lawn Light,Street Light,Tunnel Light,Emergency & Professional Lighting,Solar Lights","solar garden lights, solar lanterns","OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 Home InStyle 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2021 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Era-Solar-Technology-Co-Ltd/1X09ERDE,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K1RQ,CE CERTIFICATE Issued By TUV Type - Valid Date (N/A) - 31 Jan 2021 ROHS Issued By TUV Type - Valid Date (N/A) - 31 Jan 2021 Show More,,,,,,,,,,,,,,,,,,,,
Bellco International,Hong Kong    |    Factory in Chinese Mainland,"The Adhesion (Guangdong) Lighting team possesses leading COB packaging technology in China, successfully applied in the field of COB lighting. We focus on optimizing the retro-illumination properties and comprehensive performance indicators of our products, including luminous efficiency, light flux maintenance rate, color rendering index, color tolerance, light distribution,protection grade, etc., to ensure that our products meet or exceed international standards. All our products come with a 5-year warranty, and the light flux maintenance rate can still be maintained at 90% after 5 years.","Import Agent, Manufacturer, Importer, Export Agent, Exporter","Chandelier,Spotlight,Searchlight,Architectural Lighting,LED Lighting,Outdoor Floodlight,High Mast Light,Lawn Light,Street Light,Tunnel Light,Exhibition Lighting,Industrial Lighting,Office Lighting,Solar Lights","Our products are widely used in small and medium-sized stadiums, sports venues, industrial lighting, and other fields, providing reliable overall solutions and energy-saving retrofitting alternatives.","OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/BELLCO-INTERNATIONAL/1S00OW17E,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJH2,,,,,,,,,,,,,,,,,,,,,
"TOSEO Lighting Co., Ltd.",Hong Kong,"Toseo Lighting Co., Ltd is a professional manufacturer which specializes in reaching, developing, producing and exporting lighting products.","Export Agent, Distributor, Shopping Mall, Wholesaler, Importer, Import Agent, Retailer, Chain Store","LED Lighting, Office Lighting, Downlight, Track Light, Retail Lighting, Spotlight, Wall Lamp",TOSEO Lighting is a professionaldownlight manufacturer. We produce hundred kinds ofdownlight included both traditionaldownlight fixture and led downlightWe produce high quality productsand export most of them to Europe market.,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2020 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Toseo-Lighting-Co-Ltd-/1X06QZMH,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JN1A,CE certificate TS6001 TS6002 TS6003 TS6004 Issued By - Type - Valid Date (N/A) - (N/A) CE certificate T7002 Issued By - Type - Valid Date (N/A) - (N/A) Show More,toseo-lighting.com,,,,,,,,,,,,,,,,,,,
Zohnson Limited,Hong Kong,Zohnson is high tech LED light manufacturer with more than 10 years experience.,Manufacturer,"LED Lighting,LED Panel Light,LED Tube,Office Lighting","Zohnson is high-tech LED light manufacture, focus on producing LED tube, LED linear light and LED panel, LED frame light. Our products are UL/ETL/DLC/CE/RoHS certificated. We export to more than 60 countries all over the world.",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2020 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2020 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/zohnson-limited/1X09E6TP,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJOH,,,,,,,,,,,,,,,,,,,,,
"Bluevision Optoelectronics Co.,Limited",Hong Kong,"Bluevision is committed to research, development, manufacture and marketing of linear light, LED rigid bar, LED strip and LED linear driver. Meanwhile, Bluevision has advanced technology and powerful production capability in indoor LED linear lighting industry, devotes to provide high quality linear light and LED strip products as well as the best customer service to return to market demand",Manufacturer,"Downlight,Track Light,LED Lighting,Office Lighting",LED Lighting,"OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2020 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bluevision-Optoelectronics-Co-Limited/1X0A1DYZ,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJPE,,,,,,,,,,,,,,,,,,,,,
Chi Bon Lighting Technology Limited,Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Table Lamp,Floor Lamp","LED Mini Light, LED Book Light, LED Desk Lamp, LED Magnif Floor Lamp",Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2015 HKTDC Hong Kong Gifts & Premium Fair 2015 HKTDC Hong Kong Gifts & Premium Fair 2014 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chi-Bon-Lighting-Technology-Limited/1X001CX3,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJIZ,,,,,,,,,,,,,,,,,,,,,
Diluce Lighting (Hong Kong) Limited,Hong Kong    |    Factory in Chinese Mainland,"We are a professional lighting company including researching, manufacturing and selling. Our own brand is ""DILUCE"".",Manufacturer,"Downlight, Office Lighting, Spotlight, Track Light","We provide kinds of lighting solutions for upscale hotel, supermarket, brand clothing chain store, hardbound real estate and brightening project.",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2017 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DILUCE-LIGHTING-HONG-KONG-LIMITED/1X0979KP,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JQND,,www.dilucelighting.com,,,,,,,,,,,,,,,,,,,
Done Luen Enterprises Limited,Hong Kong    |    Factory in Chinese Mainland,"Produce Decorative Lighting, Christmas and New Year Decorative Lighting, Festival Decorative Lighting, OEM Welcome.",Manufacturer,"Eco-friendly Landscape Design, Picture Light, Decorative Lamp, LED Garden Light, Decoration, Mood Lighting, LED Wall Art, Christmas Light",Decorative Lighting,"Others, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2012 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2011 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2010 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2009 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2008 Hong Kong Electronics Fair (Autumn Edition) 2007 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Done-Luen-Enterprises-Limited/1X00IIQS,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJJW,,,,,,,,,,,,,,,,,,,,,
Free Lighting Limited,Hong Kong,"FREE LIGHTING, is a professional LED lighting manufacturer, located in Shenzhen, China. We strived to provide high Credibility products and Customized solutions with advanced technologies to our customers for the past 17 years. We are happy to supply an annual output of 4.8 million LED light bulbs and 740,000 dimmers to worldwide customers.","Importer, Manufacturer",LED Bulb,"* Dimmer * LED miniature bulb(lamp, globes): G4, GY6.35, G8, G8.6, G9, G12, GU24, E10, E11, E12, E14, E17, E26, E27, T5(T10), S8(T22), BA15s, BA15d, BA20s, BA20d, BA22, P28s, R7s. etc. * LED transformer",OEM,,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 Light + Building, Frankfurt, Germany 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) Show More",,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/FREE-LIGHTING-LIMITED/1X0B8U0I,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJG5,,www.freelightingled.com,,,,,,,,,,,,,,,,,,,
Fu Bong Lighting,Hong Kong,,"Manufacturer, Others","Ceiling Light,LED Lighting,Office Lighting","LED SOLAR LIGHT, LED Bulb, LED T8/T5 TUBE and fixture, LED Panel light, LED Down light, LED spotlight, LED FLOODLIGHT.",OEM,FUBONG,,"Exhibited in HKTDC Event(s) in recent years Light + Building, Frankfurt, Germany 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2020 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 Show More",,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fu-Bong-Lighting/1X08PQBJ,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJS5,个人独资企业营业执照 Issued By - Type - Valid Date (N/A) - (N/A) 税务登记证 Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,
Hongkong Brightsun Limited,Hong Kong,,Trade/Industrial Organisation,Decorative Lamp,"We are personally manufacture creative home decoration night lamp, kids night lamp, children night lamp. Welcome to visit us.","OEM, ODM, OBM",BSUP,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Brightsun-Limited/1S00O6ZM7,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JTHS,,,,,,,,,,,,,,,,,,,,,
"Qml Green World International (H.K.) Co., Limited",Hong Kong    |    Factory in Chinese Mainland,"we are speciallizing in making facade lightings, landscape lightings, pixel light, flood light, wall washer, led mesh screen, linear light, neon flex, strip light, grill screen, watervave light, spotlight, bollards, garden light, streetlights, etc. we also provide project design and solutions.",Manufacturer,"Outdoor Floodlight, Wall Washer, Architectural Lighting, Garden Light, LED Garden Light, LED Wall Washer, LED Outdoor Lighting, Underground Light, LED Floodlight","Facade Lighting, Down Light, Pixel Light, Mesh Screen, Video Tube Screen, Wall Washer, Linear Light, Streetlight, Landscape Light, Underground Light, Wall Light, Transparent Screen, Flood Light, Garden Light","Others, OEM, ODM, OBM","QML,Green World",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2016 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2016 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2015,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/QML-GREEN-WORLD-INTERNATIONAL-H-K-CO-LIMITED/1X08Z2R3,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JQIS,,ledqml.com,,,,,,,,,,,,,,,,,,,
Shine Glory Lighting Limited,Hong Kong    |    Factory in Vietnam,"Shine Glory Lighting Limited, was established in 2008, the main products are Mini Fans, Mini Humidifiers, Camping Lanterns, Headlamps and Flashlights. And we have factories in Vietnam and China. By years of development, we now has about 120 staffs, covers an area of more than 10,000 square meters. Based on strong R & D Team, Kinson has more than 10 engineers who have rich experience for decades. We can provide OEM/ODM Service for any customers. Our products are popular because of high quality, creative design & stable supply. Our goal is always Customer Supreme, Quality Prior & Reputation First. And we are devoted to provide the best quality & service to all of our customers.","Exporter, Wholesaler, Manufacturer","LED Bulkhead Lamp, LED Industrial Lighting, Work Light, Outdoor Lighting, Flashlight & Lantern, LED Outdoor Lighting, Emergency & Safety Light, LED Work Light, Camping Light, Solar Lights, LED Emergency & Professional Lighting, LED Security Lighting","Mini Fans, Mini Humidifiers, Camping Lanterns, Headlamps and Flashlights/ two factories (Vietnam and China) support OEM and ODM","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2012,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shine-Glory-Lighting-Ltd/1X07JWMQ,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JTFY,"CE Issued By TUV Rheinland (China) Ltd Type OTHERS Valid Date 30 Sep 2022 - 30 Oct 2026 UKCA Issued By TUV Rheinland (Shenzhen) Co., Ltd Type OTHERS Valid Date 30 Nov 2022 - 30 Nov 2026",www.szledlighting.com,,,,,,,,,,,,,,,,,,,
TWD Technology Limited,Hong Kong,,Manufacturer,Lighting Accessories & Lamp Parts,"Rechargeable batteries, NICD, NIMH, LIFEPO4, LI-ION, Sodium Ion.","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/TWD-Technology-Limited-/1X08PQO6,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JQJP,CE Issued By - Type - Valid Date (N/A) - (N/A) UL Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,
"Xavier LED Lighting Co., LTD",Hong Kong,,"Wholesaler, Exporter",Decorative Lamp,"Xavier LED Lighting Co., Limited was found in 2014. It is a professional LED decoration lights and LED glowing furniture manufacturer in China.","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2018,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xavier-LED-Lighting-Co-LTD/1X0AE4K4,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005LFH6,,,,,,,,,,,,,,,,,,,,,
Xin Guang Yuan (HK) Electronic Limited,Hong Kong,,Manufacturer,"Wall Washer,Outdoor Floodlight,Garden Light,Lawn Light","LED landscape lighting, garden spot light, path lights, wall lights, deck step lights, underwater lights, in-ground well lights, wall sconces, flood light, gooseneck lights, up and down wall lights, smart lighting, LED modules, hardscape lights","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2013,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xin-Guang-Yuan-HK-Electronic-Limited/1X084RR0,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JN34,,,,,,,,,,,,,,,,,,,,,
"Dongguan Xinrui Lighting Co., Ltd.",Chinese Mainland,"X-track is a professional manufacturer for producing 2 wires , 3 wires, 4 wires, 6 wires and low voltage magnetic track rail system for 10 years. Dedicated to provide high quality products for many countries around the world. Such as Russia, Polan, Italy, Belgium...","Export Agent, Wholesaler, Distributor, Others, Manufacturer, Chain Store, Exporter, Shopping Mall, Service Company","Spotlight,Downlight,Track Light,Lighting Fixture,LED Lighting,Indoor Lighting,Industrial Lighting,Kitchen Lighting,Office Lighting,Retail Lighting","2 Wires, 3 Wires, 4 Wires, 6 Wires and Low Voltage Magnetic 4 Wires Track Systems","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Xinrui-Lighting-Co-Ltd/1X0A70JH,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K9L0,,,,,,,,,,,,,,,,,,,,,
"Essence Sanitary Wares Co., Limited",Chinese Mainland    |    Factory in Chinese Mainland,"Essence Sanitary Wares Co., Limited, established in 2018 and located in Zhongshan, Guangdong Province, is an innovative smart bathroom enterprise that integrates R&D, manufacturing, and sales. The company produces smart bathroom mirrors, lighted mirrors, mirror cabinets, and other products, which are exported worldwide and serve hundreds of thousands of households, hotels, and commercial establishments. With in-house R&D, self-production, and direct export, Essence operates as a factory-trading integrated company, holding various international certifications including CE, ETL, and CSA. The company boasts strong R&D capabilities and extensive experience in custom processing and OEM services. We sincerely welcome global partners to visit, guide, and collaborate for mutual success!","Wholesaler, Exporter, Manufacturer","Decorative Lamp,Sensor Light,Green Lighting,LED Lighting,Indoor Lighting,Contemporary Light,Entertainment Lighting,Retail Lighting,Smart Home Electronics,Energy Saving Product","LED Mirror, Smart Mirror, Hotel Mirror, Medicine Cabinet","ODM, OEM, OBM","ENE,ESSENCE",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Essence-Sanitary-Wares-Co-Limited/1S00OZL0F,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K488,,,,,,,,,,,,,,,,,,,,,
"Guangdong Jishengke Industrial Co., Ltd.",Chinese Mainland,,Manufacturer,"Camping Light,Outdoor Floodlight,Entertainment Lighting","Camping Lamp, RGB Wall Lamp, Permanent Outdoor Light, LED Daylight Lamp","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years Hong Kong International Stationery & School Supplies Fair 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Jishengke-Industrail-Co-Ltd/1S00OWW11,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K6OU,,,,,,,,,,,,,,,,,,,,,
"Guangxi Suntime Household Products Co., Ltd.",Chinese Mainland,,Manufacturer,"Table Lamp,Chandelier,Floor Lamp,Green Lighting,Decoration, Repair & Maintenance Works","Guangxi Suntime Household Products Co., Ltd., is a comprehensive source factory that integrates design, R&D, production, warehousing, and sales. We specializes in uniquely styled home products made from natural materials such as bamboo and rattan.","ODM, OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangxi-Suntime-Household-Products-Co-Ltd/1X0BAS6I,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005LA2K,,,,,,,,,,,,,,,,,,,,,
"Ninghai Yong Zheng Electronic Co., Ltd.",Chinese Mainland,,Manufacturer,Green Lighting,"LED Ar111, LED Par Lamp, LED Gu10/Mr16/Gu5.3 Spotlight","OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ninghai-Yong-Zheng-Electronic-Co-Ltd/1X08HPKD,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JZXA,,www.yozeled.com,,,,,,,,,,,,,,,,,,,
