"bb-0 href","normal","is-hidden_small","bb-0","bb-0 href 2","js-List","js-List href"
"","","N/A","","","Cencora","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00088390"
"","","","","","CenterPoint Energy","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00090095"
"","","","","","Central Virginia Partnership for Economic Development","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00460649"
"","","The Centre for Addiction and Mental Health (CAMH) is Canada's largest mental health teaching hospital and one of the world's leading research centres in its field. CAMH is fully affiliated with the Un...","","","Centre for Addiction and Mental Health","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00642776"
"","","Drug discovery center at Unicamp (University of Campinas) advancing medicinal chemistry, biologics and translational R&D&I through strategic partnerships with industry, biotech and global innovation n...","","","Centro de Química Medicina (CQMED)","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00928680"
"","","","","","Cenyx Biotech Inc.","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00864281"
"","","","","","Ceria Therapeutics, Inc.","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00885760"
"","","Certara accelerates medicines using proprietary biosimulation software, technology and services to transform traditional drug discovery and development. Its clients include more than 2,400 biopharmace...","","","Certara","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00091623"
"","","Highly specialized and customer-oriented, Certest Biotec consists of four divisions, including Raw Materials, Immunodiagnostics (Rapid Tests, Turbidimetry, and CLIA), Molecular Biology under the VIASU...","","","CerTest Biotec, S.L.","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00864232"
"","","Certmedica International GmbH is an innovative healthcare company based in Germany, specializing in the development, manufacturing, and international distribution of scientifically based health produc...","","","Certmedica International GmbH","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01002530"
"","","Ceutical Labs has full chemistry, microbiology, and physical testing laboratories. Ceutical Labs is a registered third party sampling and testing laboratory for FDA. The chemistry and microbiology lab...","","","Ceutical Labs, Inc.","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00651763"
"","","","","","CFGI","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00834145"
"","","Cfm Oskar Tropitzsch GmbH assists the chemical, pharmaceutical and biotechnological industry in sourcing and producing chemical specialties. The core of our work is to supply the product which our cus...","","","Cfm Oskar Tropitzsch GmbH","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00120664"
"","",".","","","Charcot-Marie-Tooth Association","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00890544"
"","","Charles River provides essential products and services to support pharmaceutical and biotechnology companies, government agencies, and leading academic institutions worldwide in accelerating research ...","","","Charles River Laboratories","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00826696"
"","","The Charleston Regional Development Alliance (CRDA) focuses on driving sustainable growth and fostering a thriving ecosystem in the Charleston region of South Carolina through the recruitment and rete...","","","Charleston Regional Development Alliance","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00067546"
"","","x","","","Charlotte Regional Business Alliance","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00889602"
"","","CheckImmune is an innovative immune biomarker CRO for preclinical and clinical programs. As a spin-off company of Charité Universitätsmedizin Berlin we have strong links to academic state-of-the art r...","","","CheckImmune GmbH","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01002527"
"","","x","","","Chemcon GmbH","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00032516"
"","","","","","Chemveda Life Sciences","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00487378"
"","","","","","Children's Tumor Foundation","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00116358"
"","",".","","","Child’s Cure Genetic Research","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01007805"
"","","","","","China Chamber of International Commerce","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00827335"
"","","","","","China Productivity Center","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00815030"
"","","ChomiX Biotech is the first platform-based drug discovery company in China powered by live-cell chemoproteomics. The company specializes in drug screening in live-cell systems and the discovery of nov...","","","ChomiX Biotech Co.，Ltd.","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00956394"
"","","Choose New Jersey is the state’s leading non-profit business attraction organization. We harness the collective power of New Jersey’s business, government, labor, and academic sectors to expand New Je...","","","Choose New Jersey","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01003211"
"","","Choose Paris Region is Paris Region's international attractiveness agency, which promotes the region's influence on the international stage, and provides a high-quality welcome and services to investo...","","","CHOOSE PARIS REGION","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00865438"
"","","Chubb is a world leader in insurance. With operations in 54 countries and territories, Chubb provides commercial and personal property and casualty insurance, personal accident and supplemental health...","","","CHUBB","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00000664"
"","","","","","Chuncheon Bioindustry Foundation","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00867265"
"","","","","","CIC Construction Group","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00651049"
"","","Cimple delivers lab-grade “blood/urine test on a chip” to empower health management for everyone everywhere.","","","Cimple Biotechnology Limited","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01020735"
"","","Cincinnati Children's Innovation Ventures as well as staff from Cincinnati Children's Applied Gene and Cell Therapy Center will be onsite.","","","Cincinnati Children's Hospital Medical Center","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00090135"
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00479918","CincyTech","","4047","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00479918&booth=4047&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01014232","Cinova Medical","Cinova Medical is a Phoenix-based, owner-operated, vertically integrated contract manufacturing organization (CMO) driving medical device and life science manufacturing while leading the way in digita...","1811","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=01014232&booth=1811&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00837625","Cipla Ltd","Cipla is a leading global pharmaceutical company trusted by healthcare professionals and patients across the world since 1935. A compassionate approach to healthcare that goes beyond the pursuit of pr...","5851","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00837625&booth=5851&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01000499","Circurna, Inc.","","4607","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=01000499&booth=4607&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00829130","Citeline","","4717","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00829130&booth=4717&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01014156","Citrin Cooperman","Citrin Cooperman is one of the nation’s largest professional services firms, helping companies and high net worth individuals find smart solutions. Our Life Sciences Practice provides operational acco...","2011","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=01014156&booth=2011&show_id=BIO2026","",""
"","","x","","","City of Anaheim Economic Development","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01021952"
"","","","","","City of Bend","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01011482"
"","","The City of Brampton is one of Canada's largest growing and diverse cities in Canada.  The Economic Development Office works with our diverse ecosystem to support research, job creation, start-ups, an...","","","City of Brampton","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00545627"
"","","With a population of more than 86,000 people and 30,000 jobs, Brooklyn Park is the sixth-largest city in Minnesota and the fourth largest in the metropolitan area. We are a community that believes our...","","","City of Brooklyn Park, Minnesota","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00179233"
"","","Businesses and residents alike are drawn to Denton's authenticity and opportunities. Characterized by a vision for smart growth and business investment, our community has a friendly, small-town feel p...","","","City of Denton Office of Economic Development","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00963235"
"","","","","","City of Fort Worth","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00935603"
"","","","","","City of Hillsboro","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00955207"
"","","","","","City of Hope","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00920908"
"","","","","","City of Hope","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00434736"
"","","The Las Vegas Medical District is diversifying our economy through healthcare ecosystem and bio expansion.  We are actively seeking companies looking to expand, relocate, and startup to add to our com...","","","City of Las Vegas Economic Development","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00485967"
"","","","","","City of Mason","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00416380"
"","","Phoenix, Arizona is an international leader in precision medicine and pioneer in translational research, supported by four premier biotech hubs spanning 30 to 200 acres. As the 5th-largest and fastest...","","","City of Phoenix","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00067416"
"","","Phoenix, Arizona is an international leader in precision medicine and pioneer in translational research, supported by four premier biotech hubs spanning 30 to 200 acres. As the 5th-largest and fastest...","","","City of Phoenix","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01008251"
"","","","","","City of Plano","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00017794"
"","","We Are the Birthplace of Biotechnology  -Biotechnology has been a major component of South San Francisco’s economy since the founding of Genentech in 1976.  -South San Francisco is home to a talented ...","","","City of South San Francisco","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00060735"
"","","x","","","City of South San Francisco","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00922362"
"","","","","","City of Łódź","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00347866"
"","","CLADE provides advanced analytical tools that help biopharma rapidly characterise formulations across multiple attributes - in development, QC and bioprocessing workflows. The MIRA Analyzer delivers h...","","","Clade GmbH","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01024720"
"","","","","","Clarametyx Biosciences","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00852823"
"","","Clariness is a global patient recruitment and retention company celebrating 20+ years of experience supporting clinical trials from feasibility through randomization. By combining digital reach, patie...","","","Clariness GmbH","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00924257"
"","","","","","Clemson University Institute for Human Genetics","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00112405"
"","","Cleveland Clinic Innovations (CCI) is dedicated to turning caregiver-inspired ideas into medical breakthroughs that meaningfully improve patient lives. Since 2000, our team has transformed over 900 te...","","","Cleveland Clinic Innovations","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00866210"
"","","CLINEXEL is a trusted full-service CRO with a strong focus on Phase I to IV clinical trials and clinical development, helping biotech innovators accelerate programs from protocol to approval. With a s...","","","Clinexel Life Sciences Private Limited","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00959896"
"","","Clinical Trials Ontario is a leading non-profit organization in Canada’s clinical trials community, established in 2012 with support from the Government of Ontario. We work collaboratively with resear...","","","Clinical Trials Ontario","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00832945"
"","","","","","Cloud 9 Productions","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00535710"
"","","","","","Cloud 9 Productions","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00960670"
"","","","","","Clyype","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00960078"
"","","","","","CMIC","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00527306"
"","","The Value the CMT Research Foundation Brings to Biotechs Through Partnership    1. CMT expertise: If you’re new to CMT and think your technology could be relevant, rely on the CMT Research Foundation ...","","","CMT Research Foundation","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00165237"
"","","CNCure Co., Ltd. is a pioneering biotechnology company based in Hwasun, Republic of Korea, dedicated to revolutionizing cancer therapy and diagnostics. Founded in 2019, CNCure specializes in bacteria‑...","","","CNCure Co., Ltd.","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00941051"
"","","We are a technical Full Service CRO that offers end-to-end Clinical Trial Services, complemented by an industry-leading suite of specialized Pharmacovigilance Solutions. Our flexible working models ar...","","","COD Research USA Inc","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00901934"
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002268","BioFlorida, Inc.","From Concept to Consumer, BioFlorida is the premier source for supporting Florida's life sciences industry, representing a diverse range of sectors including BioPharma, MedTech, Digital Health, Health...","1319","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00002268&booth=1319&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01008252","BioFlorida, Inc.","From Concept to Consumer, BioFlorida is the premier source for supporting Florida's life sciences industry, representing a diverse range of sectors including BioPharma, MedTech, Digital Health, Health...","1319","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=01008252&booth=1319&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00802338","Biogen Brasil","","3535","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00802338&booth=3535&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00834291","BioGX","BioGX is a global molecular diagnostics solution provider for better health and safety of communities worldwide. Originally developing tests for Water Quality, Food Safety, and Pharma Quality Control,...","1611","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00834291&booth=1611&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002981","BioHouston","From curing cancer to developing life-saving therapies, Houston’s world-class health care institutions, research labs, and innovative companies are taking on the greatest medical challenges of our gen...","4700","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00002981&booth=4700&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01007331","BioHouston, Inc.","-","4700","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=01007331&booth=4700&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00665484","BioHub Taiwan/National Biotechnology Research Park (NBRP)","The major objectives of the BioHub Taiwan (Innovation Incubation Center) are to foster growth among innovative pharmaceutical businesses via networking and joint-venture opportunities, and to provide ...","2621","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00665484&booth=2621&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00085809","Bioindustry Park Silvano Fumero / bioPmed - Piemonte Healthcare Cluster","Established in 1998, Bioindustry Park Silvano Fumero is a premier Science & Technology Park specializing in Life Sciences and human health, located in the Piedmont region (Turin Metropolitan Area, Ita...","4134","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00085809&booth=4134&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00938494","BioInMed","","1411","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00938494&booth=1411&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00871228","Biointron","Founded in 2012 and certified to ISO 9001:2015, Biointron is a CRO specializing in antibody discovery, expression, and optimization services for biotech and pharmaceutical companies.    Biointron hold...","4054","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00871228&booth=4054&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00820511","BioLabs","BioLabs are the premier co-working spaces for life science startups- unique places where you can test, develop and grow your game-changing ideas.     As entrepreneurs and investors ourselves, we have ...","3217","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00820511&booth=3217&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00855315","BioLabs Pegasus Park","","4607","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00855315&booth=4607&show_id=BIO2026","",""
"","","BioLinker is a Brazilian synthetic biology company built for a world where biology is becoming increasingly digital, and where the winners will be those who can translate computational design into rea...","","","BioLinker","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01018211"
"","","Biological E. Limited (BE), established in 1953, is one of India’s pioneering and leading vaccine and biologics manufacturing companies. With over seven decades of experience, BE has been a trusted pa...","","","Biological E. Limited","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00223220"
"","","A GMP facility offering end-to-end biomanufacturing services, from tech transfer to DS and DP manufacturing, ensuring your biotherapeutic advances from clinical to commercial production.     We offer ...","","","Biologics Manufacturing Center","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00925979"
"","","Bio M has been the network organization for the biotechnology industry in Munich and Bavaria for over 25 years, commissioned by the Bavarian Ministry of Economic Affairs.     As a non-profit organizat...","","","BioM Biotech Cluster Development GmbH","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00294530"
"","","BioMarin is a leading, global rare disease biotechnology company focused on delivering medicines for people living with genetically defined conditions.","","","BioMarin Pharmaceutical Inc.","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00001786"
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00240838","Biomay","Biomay is an FDA-inspected CDMO for plasmids, mRNA and recombinant proteins    GMP services include:  -Starting plasmids for AAV and lentiviral vectors, including off-the shelf sale in RUO & GMP quali...","5454","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00240838&booth=5454&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00292722","BioMedSA: San Antonio","BioMedSA was founded in 2005 to accelerate growth of the healthcare and bioscience sector, create regional economic benefit, and contribute to the health of San Antonio and beyond by establishing San ...","4601","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00292722&booth=4601&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01011505","BioMedSA: San Antonio","x","4601","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=01011505&booth=4601&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01008729","BIOMEDUX CO.LTD","● As a company specializing in in vitro diagnostic medical devices, we have obtained product approval from the Ministry of Food and Drug Safety for five types of molecular diagnostic medical devices; ...","3735","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=01008729&booth=3735&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00865497","BiomimX","BiomimX S.r.l is a Spin-off of Politecnico di Milano, developer of beating organs-on-chip platforms designed as drug screening tools. The company platform supports 3D cell co-culture and integrates a ...","4134","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00865497&booth=4134&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01012898","BION - Cluster Lombardo Scienze Della Vita","The Lombardy Life Sciences Cluster is the regional community that brings together all public and private entities —research, industry, and clinical—that work with expertise and passion to improve the ...","4134","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=01012898&booth=4134&show_id=BIO2026","",""
"","","N/A","","","BioNJ","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002278"
"","","Bionova Scientific is a bespoke CDMO providing end-to-end development and GMP manufacturing services for recombinant proteins and plasmid DNA. We support biotherapeutic programs at any stage, from cel...","","","Bionova Scientific","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00418054"
"","","","","","BIONOVIS","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00485945"
"","","Bionutrigen Co., Ltd. is a global leader in developing innovative bio-materials for liver disease prevention and improvement, including fatty liver. We specialize in natural bio-based materials from v...","","","Bionutrigen Co., Ltd.","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00417917"
"","","BioOra is automating the manufacture of CAR T-cells to combat cancer. CAR T-cell therapy is transformative, but complex logistics, lack of standardized manufacturing processes and high costs limit acc...","","","BioOra Limited","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00956686"
"","","","","","BioPark Regensburg GmbH","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00337927"
"","","BioPharmaSpec is a Contract Research Organization (CRO) specializing in structural characterization and physico-chemical analysis of recombinant biopharmaceuticals including monoclonal antibodies and ...","","","BioPharmaSpec","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00442948"
"","","BioPhenoMA develops the Integrated Dynamics Analysis Platform (IDAP), the first technology that enables real‑specimen protein dynamics analysis by quantifying ultra‑trace proteins while preserving bio...","","","BioPhenoMA Inc.","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01010127"
"","","","","","BioProcess Technology Group (BPTG) & BDO Life Sciences","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00870459"
"","","","","","BioProcess Theater","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00309364"
"","","For more than 20 years Bioprofarma Bagó has been positioned as a laboratory specialized in high-complex treatments with different therapeutical areas and with a wide-range portfolio of health care pro...","","","Bioprofarma BagÃ³ S.A.","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00931127"
"","","","","","BIOQuebec","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00000661"
"","","","","","BIoscience Association Manitoba","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00179095"
"","","","","","bioSeedin","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00880818"
"","","","","","Biosimulytics","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01004067"
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01008756","BIOTECanada","BIOTECanada is the national industry association voice. With over 200 member companies, the Association’s membership is representative of the broader Canadian biotech ecosystem which is national in sc...","1721","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=01008756&booth=1721&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00032014","Biotech City","The Biotech City is a leading biopharmaceutical hub in Greater Montréal, Canada, home to more than 5,500 highly skilled talents working across 120 companies, a world class startup incubator, and multi...","1717","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00032014&booth=1717&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00950421","Biotech Corridor","","4835","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00950421&booth=4835&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01015324","Biotechna","","1411","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=01015324&booth=1411&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00814881","BioTechnique/PSC Biotech","BioTechnique      BioTechnique® is dedicated to maintaining the highest standards in sterile injectable formulations and pharmaceutical manufacturing. With a wealth of industry experience and a shared...","4815","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00814881&booth=4815&show_id=BIO2026","",""
"https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00885960","Biotechnology and Pharmaceutical Industries Promotion Office Ministry Of Economic Affairs, TW","BPIPO serves as Taiwan’s primary government portal for the biomedical industry. Under the Ministry of Economic Affairs (MOEA), BPIPO acts as a ""one-stop-shop"" for international collaboration, offering...","2621","https://bio2026.mapyourshow.com/8_0/floorplan_link.cfm?exhid=00885960&booth=2621&show_id=BIO2026","",""
"","","","","","Biotechnology Industry Research Assistance Council (BIRAC)","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00894829"
"","","Biotechnology Valley is a strategic technology and innovation ecosystem established under the leadership of the Biotechnology Industrialists Association (BIYOSAD) to lead Türkiye’s vision in biotechno...","","","Biotechnology Valley","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00951311"
"","","x","","","BIOTECHNOLOGY VALLEY","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01018299"
"","","","","","BioUtah","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00364239"
"","","x","","","BioUtah","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01018296"
"","","","","","BioVation RLP","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00031208"
"","","BioVersys AG is a multi-asset, clinical stage biopharmaceutical company focused on identifying, developing and commercializing novel antibacterial products for serious life-threatening infections caus...","","","BioVersys AG","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00455070"
"","","Biovia is the health innovation cluster for Flanders, Belgium, uniting human and planetary health into one vibrant ecosystem. It is an industry-driven membership organization for medical biotech, medt...","","","BIOVIA","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00480224"
"","","","","","Bird & Bird LLP","https://bio2026.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00031709"
